id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365,license
31141186,120qm2 Penthouse/Dachgeschosswohnung+Sauna+Kamin,972575,Martin,Lichtenberg,Neu Lichtenberg,52.50163,13.49022,Entire home/apt,288.0,3,3,295,"Legal entity name and Legal form: Mother Earth Ventures GmbH <br/>Legal representatives or Trade register number: HRB 227968 B <br/> Entity address:  Leopoldstrasse 22  ,  10137   Berlin  ,  Berlin  , Deutschland <br/>Listing address: Weiselpfad 22 , 12527 , Berlin, Deutschland"
31142160,Stylish & large two bed designer apartment,545015,Dine,Neukölln,Rixdorf,52.48168,13.44611,Entire home/apt,250.0,6,1,43,08/Z/RA/013579-23
31167826,Berlin - wie zuhause,232966616,Gabriele,Pankow,Pankow Süd,52.55537,13.42775,Entire home/apt,89.0,7,1,60,03/Z/RA/004133-18
31170463,K&S Apartments K - K  1 · Cosy studio in the heart of Charlottenburg,437682104,K Und S Apartments,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51785,13.3015,Entire home/apt,107.0,1,3,307,"First name and Last name: Kristina Proskurina <br/> Contact address: Ritterfelddamm 82D, 14089, Berlin, Berlin <br/>Listing address: Kaiser-Friedrich-Str. 6, 10585, Berlin, Berlin"
31172381,K&S Apartments K - K  2 · Cozy Studio for two near the Palace Charlottenburg,437682104,K Und S Apartments,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51795,13.30124,Entire home/apt,107.0,1,3,298,"First name and Last name: Kristina Proskurina <br/> Contact address: Ritterfelddamm 82D, 14089, Berlin, Berlin <br/>Listing address: Kaiser-Friedrich-Str. 6, 10585, Berlin, Berlin"
31173070,Fantastic SPACIOUS apartment in trendy MITTE area,4942666,Verda,Pankow,Prenzlauer Berg Südwest,52.53185,13.41193,Entire home/apt,175.0,92,2,361,03/Z/RA/007836-23
31203061,Happy Red Room in Central Cozy Area,104540450,Motoya,Pankow,Helmholtzplatz,52.54499,13.4212,Private room,65.0,5,1,26,03/Z/AZ/009256-24
31246982,Romantic Style Apartment Berlin Alexanderplatz,2569632,Jürgen,Mitte,Alexanderplatz,52.51694,13.41869,Entire home/apt,299.0,3,2,346,12/1/12/X1212X-12
31248515,RomanticStyle Apartment Berlin Alexanderplatz,2569632,Jürgen,Mitte,Alexanderplatz,52.517,13.41995,Entire home/apt,295.0,3,2,350,01/Z/NA/004015-15
31251453,Großes Haus mit Garten in Berlin (Zentrumnähe),233663426,Matthias,Marzahn - Hellersdorf,Biesdorf,52.49209,13.56488,Entire home/apt,246.0,2,1,109,10/Z/RA/005271-22
31256397,Zimmer in sympathischem Künstlerhaus,2354578,Carola,Reinickendorf,Nord 1,52.61695,13.31845,Private room,50.0,2,1,215,12/Z/AZ/003592-21
31279775,Gemütliches Altbau-Zimmer mit Balkon in Steglitz,22078151,Martina,Steglitz - Zehlendorf,Drakestr.,52.44437,13.2984,Private room,71.0,2,1,5,06/Z/AZ/002869-19
31282429,Beautiful apartment in trendy area near quiet park,75759783,Lars,Pankow,Helmholtzplatz,52.54329681396485,13.41926097869873,Entire home/apt,85.0,180,1,290,Unknown
31356953,Private Room in North-Neukölln,234800552,Mohammad Reza,Neukölln,Reuterstraße,52.48474,13.43345,Private room,69.0,3,1,331,08/Z/AZ/008449-19
31358081,"Be Home at 364.Berlin,our Backyard is Viktoriapark",5459494,Vefa,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48985,13.37955,Private room,81.0,1,4,161,"First name and Last name: Vefa Benek <br/> Contact address: Feurigstr. 26, 10827, Berlin, Berlin <br/>Listing address: Möckernstr.73 a, 10965, Berlin, Berlin"
31360104,"Be Home at 364.Berlin, Backyard is Viktoriapark 1",5459494,Vefa,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48985,13.37955,Private room,85.0,1,4,353,"First name and Last name: Vefa Benek <br/> Contact address: Feurigstr.26, 10827, Berlin, Berlin <br/>Listing address: Möckernstr.73 A, 10965, Berlin, Berlin"
31371396,City-Apartment Zille im Herzen Berlins,234930165,KroMap,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51166,13.45113,Entire home/apt,166.0,2,3,79,"Legal entity name and Legal form: KroMap UG <br/>Legal representatives or Trade register number: HRB200483B <br/> Entity address: Peschkestr. 10 , 12161, Berlin, Deutschland  <br/>Listing address: Grünbergerstr. 30, 10245, Berlin, Deutschland"
31379224,Kurfürstendamm quiet 1 1/2 Room apartment,12694377,Antonio,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49819,13.32269,Entire home/apt,74.0,7,2,41,04/Z/RA/008423-18
31382644,Lovely Neukölln Apartment,235032226,Benjamin,Neukölln,Schillerpromenade,52.46947,13.42776,Entire home/apt,97.0,2,1,4,08/Z/AZ/006874-18
31385396,SPECIAL PRICE! Boxi area! 5 ppl. flat,235058174,Bert,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50904,13.46521,Entire home/apt,116.0,1,1,295,02/Z/AZ/014152-21
31397816,gemütliches Hausboot,5874663,Britta,Treptow - Köpenick,Niederschöneweide,52.45327,13.51924,Entire home/apt,255.0,3,1,246,"First name and Last name: Britta Biebach <br/> Contact address: Husemannstr.9, 10435 , Berlin, Deutschland <br/>Listing address: Britzer Str. 8, 12439, Berlin, Deutschland "
31398668,Gruenau Hotel,47953713,Grünau,Treptow - Köpenick,Bohnsdorf,52.40237,13.58475,Private room,224.0,1,4,327,"Legal entity name and Legal form: Grünau Hotel GbR <br/>Legal representatives or Trade register number: Robert Sczepurek <br/> Entity address: Kablower Weg 87, 12526, Berlin, Deutschland <br/>Listing address: Kablower Weg 87, 12526, Berlin, Deutschland"
31401028,Schöner Berliner Altbau,235191975,Max,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52388671742564,13.452607597051866,Entire home/apt,98.0,2,1,25,02/Z/AZ/017029-23
31401947,Doppelzimmer in Villa,235201790,Renate,Steglitz - Zehlendorf,Teltower Damm,52.42598,13.25587,Private room,75.0,1,1,44,06/Z/AZ/003860-21
31427501,centrovital Hotel Berlin,235406349,Centrovital Hotel,Spandau,Spandau Mitte,52.54593,13.20978,Hotel room,109.0,1,1,340,"Legal entity name and Legal form: centromed Berlin-Spandau Betribes GmbH &amp; Co.KG <br/>Legal representatives or Trade register number: Jürgen Goerissen  - HRA34870 <br/> Entity address: Brauereihof 6, 13585, Berlin, Deutschland <br/>Listing address: Brauereihof 6, 13585, Berlin, Deutschland"
31427769,"ruhiges DG am Kudamm, Sauna, frisch saniert",10561337,Florian,Charlottenburg-Wilm.,Grunewald,52.4865023,13.2954714,Entire home/apt,150.0,2,1,262,04/Z/RA/014869-23
31441769,Hellblaues Zimmer am Ku'Damm (Schaubühne + Messe),235516787,Frank,Charlottenburg-Wilm.,Halensee,52.49523,13.29752,Private room,86.0,3,1,358,04/Z/AZ/011282-22
31466784,Barnimkiez Berlin  (Reg-Nr. 02/Z/AZ/018925-24),235728535,Monika,Mitte,Alexanderplatz,52.52419,13.42285,Private room,40.0,2,1,4,02/Z/AZ/009458-19
31480066,Große Maisonette-Wohnung im Prenzlauer Berg,235847317,Annette,Pankow,Prenzlauer Berg Nord,52.55035,13.42178,Entire home/apt,124.0,3,1,298,"First name and Last name: Annette Lewis <br/> Contact address: Große Hamburger Straße 30, 10115, Berlin, Deutschland  <br/>Listing address: Erich-Weinert-Straße 53, 10439, Berlin , Deutschland "
31500359,"Appartement ""Hibiskus""",1496069,Tim,Tempelhof - Schöneberg,Mariendorf,52.44817,13.38651,Entire home/apt,289.0,1,13,345,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Mariendorfer Damm 47, 12109, Berlin, Deutschland"
31524037,1-Bedroom flat with 2 balconies in Prenzlauer Berg,15437355,Marie,Pankow,Prenzlauer Berg Südwest,52.53777,13.412,Entire home/apt,94.0,3,1,33,03/Z/RA/009420-24
31562363,Apartment in the heart of Berlin (Friedrichshain),235879272,Stefan,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52477,13.45048,Entire home/apt,70.0,92,1,267,Unknown
31610667,"Apartment: Berlin für Insider, Downtown am See",134528684,Simone,Reinickendorf,West 1,52.57135,13.28144,Entire home/apt,84.0,2,1,349,12/Z/AZ/004996-23
31629992,top located Apartment/Bergmannkiez/Potsdamer Platz,115790786,Pascal,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49989,13.38656,Entire home/apt,55.0,2,3,291,"First name and Last name: Pascal Pioch <br/> Contact address: Mariendorfer Damm 84, 12109, Berlin, Deutschland <br/>Listing address: Stresemannstraße 21, 10963, Berlin, Deutschland"
31700785,Beautiful room in the heart of Prenzlauer Berg,162258655,Britta,Pankow,Prenzlauer Berg Süd,52.53429,13.42425,Private room,55.0,3,1,5,03/Z/AZ/004497-19
31701521,"Appartement ""Enzian""",1496069,Tim,Tempelhof - Schöneberg,Mariendorf,52.44911,13.3864,Entire home/apt,289.0,1,13,340,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Mariendorfer Damm 47, 12109, Berlin, Deutschland"
31711514,Zimmer in zentraler Lage zu vermieten,237852071,Markus,Mitte,Moabit Ost,52.53158,13.36112,Private room,96.0,2,1,0,01/Z/AZ/008747-18
31730522,Neukölln - Kreuzberg for Two near Canal,3088389,Kai,Neukölln,Rixdorf,52.4851,13.44518,Entire home/apt,69.0,180,2,111,Unknown
31817631,cozy 10-bed-dorm,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50907,13.44713,Shared room,13.0,1,15,92,"Legal entity name and Legal form: Sunflower Hostel GmbH &amp; Co. KG <br/>Legal representatives or Trade register number: HRA 38259 B <br/> Entity address: Helsingforser Str. 17, 10243, Berlin, Berlin <br/>Listing address: Helsingforser Str. 17, 10243, Berlin, Berlin"
31831642,Altbauwohnung mit Charme am Platz der Luftbrücke,877057,Christina,Tempelhof - Schöneberg,Tempelhof,52.48269,13.38236,Entire home/apt,150.0,16,1,67,07/Z/AZ/006536-19
31849950,"Apartment mea, Ferienwohnung in Berlin-Köpenick",238693377,Steffen,Treptow - Köpenick,Köpenick-Süd,52.43027,13.58538,Entire home/apt,125.0,1,1,290,09/Z/RA/002158-19
31860359,364.Berlin our Backyard is Viktoriapark 4 BedDormB,5459494,Vefa,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48985,13.37955,Shared room,28.0,1,4,168,"First name and Last name:  Vefa Benek <br/> Contact address: Feurigstr.26, 10827, Berlin, Berlin <br/>Listing address: Möckernstr. 73A, 10965, Berlin, Berlin"
31890149,Pandoras home - city west - 75 qm,239040287,Joachim,Tempelhof - Schöneberg,Friedenau,52.46817,13.32625,Entire home/apt,175.0,3,1,239,07/Z/AZ/011755-21
31895221,Schöne private Berliner Altbauwohnung in Kreuzberg,84850098,Gabriel,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49667,13.38763,Private room,107.0,1,1,197,02/Z/AZ/016746-23
31897019,Ruhige Wohnung im Süden Berlins (Lichtenrade),122868546,Eva,Tempelhof - Schöneberg,Lichtenrade,52.40285,13.40208,Entire home/apt,55.0,3,1,270,07/Z/AZ/006828-19
31900671,Room in a heart of Prenzlauer Berg,45903660,Maja,Pankow,Prenzlauer Berg Südwest,52.53887,13.4076,Private room,76.0,3,1,15,03/Z/AZ/004264-19
31945452,Lovely two room flat in the heart of Neukölln.,4894189,Virginia,Neukölln,Reuterstraße,52.4855,13.44228,Entire home/apt,80.0,7,1,62,08/Z/RA/010886-21
31975697,Dachgeschoss Loft am Weißen See citynah,469762211,Alexander,Pankow,Weißensee,52.55606,13.4674,Entire home/apt,100.0,3,1,305,03/Z/RA/004265-19
31978228,cozy room in a friendly family 🏠,15579740,Jacinta,Tempelhof - Schöneberg,Friedenau,52.4665,13.32795,Private room,50.0,2,2,348,07/Z/AZ/007956-19
31984520,Modern Luxury Penthouse,1301421,Alexander,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50396,13.41832,Entire home/apt,206.0,5,1,31,01/Z/RA/015329-23
32016500,Neukölln's finest,2551837,Leona,Neukölln,Rixdorf,52.47335,13.4535,Private room,42.0,2,1,165,08/Z/AZ/010643-21
32116312,Misty Forest Hotel-Apartment in Friedrichshain,174136994,Hanna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51756,13.46978,Hotel room,264.0,2,7,322,"Legal entity name and Legal form: UD Hospitality GmbH <br/>Legal representatives or Trade register number: HRB191799B <br/> Entity address: Sredzkistraße 48, 10435, Berlin, Deutschland <br/>Listing address: Bänschstr. 79, 10247, Berlin, Deutschland"
32148495,"*NEU* Stylish Design-Flat, 8 Room, 4 Bath, central",57511828,Xperior,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49626,13.42624,Entire home/apt,321.0,3,6,228,"First name and Last name: Corie Motzkus <br/> Contact address: Blücherstr., 18, 10961, Berlin, Deutschland <br/>Listing address: Lausitzer Str. 32, 10999, berlin, Deutschland"
32149692,Stayery | Modern Studio near Boxhagener Platz,241176336,Stayery,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50925,13.46682,Entire home/apt,201.0,7,4,281,"Legal entity name and Legal form: BD Apartment GmbH <br/>Legal representatives or Trade register number: HRB 86741 <br/> Entity address: Schönhauser Allee 43a, 10435, Berlin, Deutschland <br/>Listing address: Holteistraße 20, 10245, Berlin, Deutschland"
32158100,Stayery | Boutique Apartment near Boxhagener Platz,241176336,Stayery,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50925,13.46682,Entire home/apt,225.0,7,4,282,"Legal entity name and Legal form: BD Apartment GmbH <br/>Legal representatives or Trade register number: HRB 86741 <br/> Entity address: Schönhauser Allee 43a, 10435, Berlin, Deutschland <br/>Listing address: Holteistraße 20, 10245, Berlin, Deutschland"
32158275,BeHome@364.Berlin Backyard of ViktoriaPark DormA,5459494,Vefa,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4903,13.37844,Shared room,29.0,1,4,170,Unknown
32207401,Room with dedicated workspace and perfect Wi-Fi,5073652,Chris,Reinickendorf,Ost 1,52.56091,13.37287,Private room,70.0,19,1,155,01/Z/AZ/014421-22
32214669,Seven Olives Apartment with Patio,87442687,Babett,Mitte,Moabit Ost,52.53508,13.35074,Entire home/apt,87.0,2,21,266,"Legal entity name and Legal form: Berlinlofts UG haftungsbeschränkt  <br/>Legal representatives or Trade register number: HRB119127 <br/> Entity address: Stephanstr. 60, 10559, Berlin, Deutschland <br/>Listing address: Stephanstr. 60, 10559, Berlin, Deutschland "
32231644,Bright flat near park & transport (Neukölln),12377060,Raffaela,Neukölln,Schillerpromenade,52.47898,13.42299,Entire home/apt,55.0,120,11,174,"First name and Last name: James Smith <br/> Contact address: R. do Emb. 13,  1300-598 , Lisboa, Portugal  <br/>Listing address: Flughafenstr. 66, 12049, Berlin, Deutschland"
32283133,Penthouse mit großer Terrasse 10min vom Alex,13651305,Henrik,Pankow,Prenzlauer Berg Süd,52.53372,13.43461,Entire home/apt,127.0,3,1,76,03/Z/RA/007302-22
32296033,Doppelzimmer in Berlin-Reinickendorf im Privathaus,242430405,Werner,Reinickendorf,MV 2,52.60169,13.33985,Private room,35.0,2,2,142,12/Z/AZ/002162-19
32333841,Apartment Berlin Mitte mit Arbeitsplatz & Hygiene,37014482,Ewa,Mitte,Brunnenstr. Süd,52.53659,13.39798,Entire home/apt,110.0,3,1,28,"First name and Last name: Ewa Bojarowski 34/235/02136  <br/> Contact address: Brunnenstraße 152, 10115, Berlin, Berlin <br/>Listing address: Brunnenstraße 152, 10115 , Berlin, Deutschland "
32357598,Bauhaus Apartment,55531,Chris + Oliver,Mitte,Moabit Ost,52.51611,13.33723,Entire home/apt,85.0,150,4,260,Unknown
32394837,Schönholzer Heide - 4 Bedrooms +2 Bath Private,214044965,Gerhard,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.58181,13.37847,Entire home/apt,239.0,3,1,179,03/Z/AZ/003884-18
32400001,Einfaches Zimmer im buddhistischen Zentrum,147647876,Dharma Mati,Charlottenburg-Wilm.,Westend,52.51649984614187,13.278126437202287,Private room,75.0,1,8,292,04/Z/AZ/013452-23
32403757,"Dachgeschoss-Wohnung am Mauerpark, Prenzlauer Berg",33231224,Ruth,Pankow,Prenzlauer Berg Nordwest,52.54882,13.40788,Entire home/apt,80.0,2,1,12,03/Z/RA/007401-22
32415519,Modern apartment in the Auertriangle,243417255,Tim,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5206,13.44394,Entire home/apt,119.0,12,2,248,"Legal entity name and Legal form: Matthias Kuske und Tim Vogler GbR3 <br/>Legal representatives or Trade register number: Matthias Kuske und Tim Vogler <br/> Entity address: Auerstrasse 25, 10249, Berlin, Deutschland <br/>Listing address: Auerstrasse 25, 10249, Berlin, Deutschland"
32445394,Loft in the Terrassenhaus,4586773,Muck,Mitte,Brunnenstr. Nord,52.54768211930203,13.381727540275522,Entire home/apt,180.0,3,1,26,"Legal entity name and Legal form: Muck Petzet Architekten GmbH <br/>Legal representatives or Trade register number: Muck Petzet, HRB 241662 Amtsgericht München <br/> Entity address: Landwehrstrasse 37, 80336, München, Bayern <br/>Listing address: Böttgerstraße 16, Aufgang A, 13357, Berlin, Berlin"
32453118,"Grosse Wohnung, ideal für Familien, ruhig, grün",243806907,Stefan,Steglitz - Zehlendorf,Zehlendorf  Nord,52.4472,13.26186,Entire home/apt,155.0,100,1,358,Unknown
32453154,"Appartement ""Ochidee""",1496069,Tim,Tempelhof - Schöneberg,Mariendorf,52.44799,13.38431,Entire home/apt,184.0,1,13,342,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Mariendorfer Damm 47, 12109, Berlin, Deutschland"
32453158,"Appartement ""Calla""",1496069,Tim,Tempelhof - Schöneberg,Mariendorf,52.44795,13.38458,Entire home/apt,189.0,1,13,336,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Mariendorfer Damm 47, 12109, Berlin, Deutschland"
32453210,"Appartement ""Freesie""",1496069,Tim,Tempelhof - Schöneberg,Mariendorf,52.44955,13.38458,Entire home/apt,306.0,1,13,345,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Mariendorfer Damm 47, 12109, berlin, Deutschland"
32467139,Super ruhiges Zimmer mit Balkon - erlebe Berlin -,39412153,Dario,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51156260858765,13.44596048416426,Private room,89.0,3,1,2,02/Z/AZ/019088-24
32507831,"Apartment ""Dahlie""",1496069,Tim,Steglitz - Zehlendorf,Drakestr.,52.44783,13.3142,Entire home/apt,193.0,1,13,118,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Manteuffelstr.17/2, 12203, Berlin, Deutschland"
32508600,"Apartment ""Nelke""",1496069,Tim,Steglitz - Zehlendorf,Drakestr.,52.4456,13.31452,Entire home/apt,193.0,1,13,111,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Manteuffelstr.17/1, 12203, Berlin, Deutschland"
32510629,"Family Apartment for 6 guests, Mitte Moabit",27952946,Katrin,Mitte,Moabit Ost,52.53265,13.35075,Entire home/apt,205.0,3,15,173,"Legal entity name and Legal form: GHS Green Hotelservice GmbH <br/>Legal representatives or Trade register number: HRB 177703 B <br/> Entity address: Rhinstr 137A, 10315 , Berlin , Deutschland <br/>Listing address: Wilsnacker Str 34, 10559, Berlin , Deutschland"
32511013,120 sqm House  - River - Fireplace,149620956,Gino,Treptow - Köpenick,Dammvorstadt,52.45667,13.59452,Entire home/apt,146.0,4,1,48,09/Z/RA/001722-19
32522190,TOP LOCATION KREUZBERG STUDIO! ☺ ★★★★★ FULLY LEGAL,244374498,Roman,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49513,13.41204,Entire home/apt,120.0,30,1,30,02/Z/RA/012034-20
32525333,"Apartment ""Magnolie""",1496069,Tim,Tempelhof - Schöneberg,Tempelhof,52.4692,13.38746,Entire home/apt,179.0,1,13,337,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Ringbahnstr.70, 12099, Berlin, Deutschland"
32536110,"Apartment ""Tulpe""",1496069,Tim,Tempelhof - Schöneberg,Tempelhof,52.468,13.38578,Entire home/apt,164.0,1,13,337,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Ringbahnstr.70, 12099, Berlin, Deutschland"
32537101,"Apartment ""Jasmin""",1496069,Tim,Tempelhof - Schöneberg,Tempelhof,52.46792,13.38544,Entire home/apt,320.0,1,13,342,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 B <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Ringbahnstr.70, 12099, Berlin, Deutschland"
32539254,Stayery | Boutique Apartment near Boxhagener Platz,241176336,Stayery,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50925,13.46682,Entire home/apt,209.0,3,4,282,"Legal entity name and Legal form: BD Apartment GmbH <br/>Legal representatives or Trade register number: HRB 86741 <br/> Entity address: Schönhauser Allee 43a, 10435, Berlin, Deutschland <br/>Listing address: Holteistraße 20, 10245, Berlin, Deutschland"
32539441,Stayery | Modern Studio near Boxhagener Platz,241176336,Stayery,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50925,13.46682,Entire home/apt,189.0,3,4,281,"Legal entity name and Legal form: BD Apartment GmbH <br/>Legal representatives or Trade register number: HRB 86741 <br/> Entity address: Schönhauser Allee 43a, 10435, Berlin, Deutschland <br/>Listing address: Holteistraße 20, 10245, Berlin, Deutschland"
32543697,Altbau am Kudamm,4258932,Maya,Charlottenburg-Wilm.,Kurfürstendamm,52.50193,13.30787,Entire home/apt,79.0,15,1,48,04/Z/RA/008649-19
32543811,Charming room in the green park,26670019,Dagmar,Charlottenburg-Wilm.,Wiesbadener Straße,52.47350846956376,13.313997534205097,Private room,149.0,3,10,354,"Legal entity name and Legal form: Röring, Dagmar <br/>Legal representatives or Trade register number: Röring, Dagmar  <br/> Entity address: Rüdesheimer Platz 7, 14197, Berlin, Deutschland <br/>Listing address: Rüdesheimer Platz 7, 14197, Berlin, Deutschland"
32544078,5-Wohnen am Rüdesheimer Platz,26670019,Dagmar,Charlottenburg-Wilm.,Wiesbadener Straße,52.47155,13.31453,Private room,115.0,2,10,354,"Legal entity name and Legal form: Röring, Dagmar <br/>Legal representatives or Trade register number: Röring, Dagmar <br/> Entity address: Rüdesheimer Platz 7, 14197, Berlin, Deutschland <br/>Listing address: Rüdesheimer Platz 7, 14197, Berlin, Deutschland"
32559224,Heval's Spa Apartment,39257044,Heval,Steglitz - Zehlendorf,Schloßstr.,52.45841,13.32086,Entire home/apt,221.0,4,2,0,"Legal entity name and Legal form: Hevals Group UG <br/>Legal representatives or Trade register number: Heval Akyel <br/> Entity address: Munsterdamm 6, 12169, Berlin, deutschland <br/>Listing address: Muthesiusstr 17 , 12163 , Berlin, Deutschland"
32582612,"Apartment ""Iris5""",1496069,Tim,Tempelhof - Schöneberg,Tempelhof,52.46939,13.38588,Entire home/apt,331.0,1,13,327,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Ringbahnstr.70, 12099, Berlin, Deutschland"
32583218,"Apartment ""Iris3""",1496069,Tim,Tempelhof - Schöneberg,Tempelhof,52.46931,13.38579,Entire home/apt,184.0,1,13,331,"Legal entity name and Legal form: PRIME Service GmbH <br/>Legal representatives or Trade register number: HRB 37328 P <br/> Entity address: Föhrenweg 1, 15831, Blankenfelde-Mahlow, Deutschland <br/>Listing address: Ringbahnstr.70, 12099, Berlin, Deutschland"
32599870,Kreuzberg | In the heart of Berlin,137846664,Claudia,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48931,13.37955,Private room,65.0,4,1,6,02/Z/AZ/018945-24
32601729,Minimal Monochrome and Quirky Photography in Hip Kreuzberg,243122631,H.,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49441,13.4169,Entire home/apt,129.0,10,1,209,02/Z/AZ/010898-19
32601803,Charming Single Room,98716346,Daniel,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49842,13.32624,Hotel room,186.0,1,6,160,"Legal entity name and Legal form: Hotel Seifert Familie Zielke OHG <br/>Legal representatives or Trade register number: HRA 54564 B <br/> Entity address: Uhlandstr 162, 10719, Berlin, Berlin <br/>Listing address: Uhlandstr. 162, 10719, Berlin, Berlin"
32609957,Helle und Ruhige 2 Zimmerwohnung,245134540,Anat,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52429,13.45161,Entire home/apt,40.0,92,2,170,Unknown
32678196,Miniloft Altbaucharme in Kreuzberg,245717635,Kevin,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49613,13.42537,Entire home/apt,114.0,1,8,310,"Legal entity name and Legal form: Urban Living Solutions GmbH <br/>Legal representatives or Trade register number: HRB203640B <br/> Entity address: Friedrichstraße 61, 10117, Berlin , Deutschland <br/>Listing address: Reichenberger Str. 147, 10999, Berlin , Deutschland"
32731828,Schöne Wohnung mit Stuck im Herzen der Stadt,42657352,Florian,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51647,13.46803,Entire home/apt,150.0,40,1,131,02/Z/RA/015484-22
32737794,Panoramic apartment by the canal ! Kreuzkölln,934287,Sasha,Neukölln,Reuterstraße,52.48936,13.43106,Entire home/apt,141.0,3,1,11,08/Z/AZ/008097-19
32784430,Knuffiges Häuschen mit Garten im grünen Norden,55674119,Ute,Reinickendorf,Nord 1,52.60992,13.29807,Private room,63.0,2,1,205,12/Z/AZ/003706-21
32887831,Sunny 2 Bedroom Apt in Iconic GDR Building,247426814,Joseph,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51791,13.44797,Entire home/apt,240.0,4,1,21,02/Z/RA/009078-18
32911164,Wunderschöne Altbauwohnung mit home office,247386094,Clara,Neukölln,Neuköllner Mitte/Zentrum,52.48129,13.43182,Entire home/apt,110.0,92,1,352,08/Z/RA/012751-23
32917104,Cozy apartment in Berlin,23665064,Christiane,Treptow - Köpenick,Alt  Treptow,52.49254,13.45032,Entire home/apt,150.0,4,1,39,09/Z/RA/004302-23
32944965,Großes Zimmer mit Balkon nähe Flughafen,4475104,David,Treptow - Köpenick,Oberschöneweide,52.46542,13.51489,Private room,28.0,7,4,336,09/Z/AZ/001661-18
